严重性	代码	说明	项目	文件	行	抑制状态	详细信息
错误	C2065	“len”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	125		
错误	C3646	“loader_crc_info_hash”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	80		
错误	C3646	“loader_crc_info_size”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	79		
错误	C3646	“loader_crc_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	78		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	141		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	142		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	142		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	143		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	144		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	145		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	146		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	147		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	148		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	149		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	150		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	151		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	154		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	155		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	155		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	156		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	157		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	158		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	159		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	160		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	161		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	162		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	163		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	164		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	229		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	230		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	231		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	232		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	233		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	234		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	235		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	236		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	237		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	239		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	242		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	243		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	244		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	245		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	246		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	247		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	248		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	249		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	250		
错误	C2065	“load_config_directory”: 未声明的标识符	core	E:\VMPScker\core\pe\PESEHandler.cc	252		
错误	C3861	“MAKELONG”: 找不到标识符	core	E:\VMPScker\core\core_internal\rsa.cc	108		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	79		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	84		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	85		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	92		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	95		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	96		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	103		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	104		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	105		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	115		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	176		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\compiler_func.cc	180		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	51		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	57		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	58		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	66		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	69		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	70		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	84		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	100		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\fixups.cc	105		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\imports.cc	138		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\imports.cc	145		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\imports.cc	150		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\imports.cc	151		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\imports.cc	179		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\imports.cc	183		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	732		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	732		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	733		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	738		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	739		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\relocations.cc	52		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\relocations.cc	58		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\relocations.cc	59		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\relocations.cc	68		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\relocations.cc	73		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\relocations.cc	77		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\runtime_func.cc	51		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\runtime_func.cc	58		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\runtime_func.cc	61		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\runtime_func.cc	62		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\runtime_func.cc	82		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\runtime_func.cc	89		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\runtime_func.cc	95		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\seh.cc	51		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\seh.cc	57		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\seh.cc	58		
错误	C2065	“map_”: 未声明的标识符	core	E:\VMPScker\core\files\seh.cc	67		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcmp”: 找不到标识符	core	E:\VMPScker\runtime\crypto.h	295		
错误	C3861	“memcpy”: 找不到标识符	core	E:\VMPScker\runtime\crypto.cc	120		
错误	C2065	“MODULEINFO”: 未声明的标识符	core	E:\VMPScker\core\osutils.cc	1107		
错误	C2065	“moduleInfo”: 未声明的标识符	core	E:\VMPScker\core\osutils.cc	1107		
错误	C2065	“moduleInfo”: 未声明的标识符	core	E:\VMPScker\core\osutils.cc	1108		
错误	C2065	“moduleInfo”: 未声明的标识符	core	E:\VMPScker\core\osutils.cc	1108		
错误	C2065	“moduleInfo”: 未声明的标识符	core	E:\VMPScker\core\osutils.cc	1111		
错误	C2065	“moduleInfo”: 未声明的标识符	core	E:\VMPScker\core\osutils.cc	1112		
错误	C2065	“modulus_”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	87		
错误	C2270	“modulus”: 非成员函数上不允许修饰符	core	E:\VMPScker\core\core_internal\rsa.cc	85		
错误	C2065	“MS_STRONG_PROV”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	97		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	478		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	479		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	488		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	489		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	515		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	540		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	541		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	542		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	551		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	552		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	557		
错误	C2065	“name_map_”: 未声明的标识符	core	E:\VMPScker\core\files\mapping.cc	565		
错误	C3646	“name”: 未知重写说明符	core	E:\VMPScker\core\core_internal\rsa.cc	95		
错误	C2065	“next_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	171		
错误	C2065	“next_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	172		
错误	C2065	“next_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	172		
错误	C2065	“next_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	173		
错误	C2065	“next_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	175		
错误	C2065	“next_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	175		
错误	C3646	“options”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	62		
错误	C2660	“os::EnumProcesses”: 函数不接受 3 个参数	core	E:\VMPScker\core\osutils.cc	1055		
错误	C3646	“packer_info_size”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	88		
错误	C3646	“packer_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	87		
错误	C2660	“PEResource::Add”: 函数不接受 1 个参数	core	E:\VMPScker\core\pe\PEResource.cc	103		
错误	C2660	“PEResourceList::Add”: 函数不接受 1 个参数	core	E:\VMPScker\core\pe\PEResource.cc	378		
错误	C2660	“PERuntimeFunctionList::Add”: 函数不接受 5 个参数	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	365		
错误	C2065	“PRIVATEKEYBLOB”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	112		
错误	C2065	“private_exp_”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	82		
错误	C2270	“private_exp”: 非成员函数上不允许修饰符	core	E:\VMPScker\core\core_internal\rsa.cc	80		
错误	C2065	“PROV_RSA_AES”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	100		
错误	C2065	“PROV_RSA_FULL”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	97		
错误	C2065	“PROV_RSA_FULL”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	98		
错误	C2065	“PROV_RSA_SCHANNEL”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	99		
错误	C2065	“prov”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	105		
错误	C2065	“prov”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	106		
错误	C2065	“prov”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	108		
错误	C2065	“public_exp_”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	77		
错误	C2270	“public_exp”: 非成员函数上不允许修饰符	core	E:\VMPScker\core\core_internal\rsa.cc	75		
错误	C3861	“rand”: 找不到标识符	core	E:\VMPScker\runtime\crypto.cc	6		
错误	C3861	“rand”: 找不到标识符	core	E:\VMPScker\runtime\crypto.cc	7		
错误	C3861	“rand”: 找不到标识符	core	E:\VMPScker\runtime\crypto.cc	95		
错误	C3646	“relocation_info_size”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	96		
错误	C3646	“relocation_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	95		
错误	C2511	“RSA::RSA(const std::vector<uint8_t,std::allocator<uint8_t>> &,const std::vector<uint8_t,std::allocator<uint8_t>> &,const std::vector<uint8_t,std::allocator<uint8_t>> &)”:“RSA”中没有找到重载的成员函数	core	E:\VMPScker\core\core_internal\rsa.cc	12		
错误	C2065	“RSAPUBKEY”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	115		
错误	C2065	“RSAPUBKEY”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	126		
错误	C2065	“rsa_key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	115		
错误	C2065	“rsa_key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	116		
错误	C2065	“rsa_key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	116		
错误	C2065	“rsa_key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	123		
错误	C2065	“rsa_key”: 未声明的标识符	core	E:\VMPScker\core\core_internal\rsa.cc	124		
错误	C3646	“runtime_entry”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	64		
错误	C3646	“section_info_size”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	84		
错误	C3646	“section_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	83		
错误	C3646	“SETUP_IMAGE_DATA”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	58		
错误	C2664	“std::string os::ToUTF8(const os::unicode_string &)”: 无法将参数 1 从“int *”转换为“const os::unicode_string &”	core	E:\VMPScker\core\core_internal\core.cc	143		
错误	C2664	“std::string os::ToUTF8(const os::unicode_string &)”: 无法将参数 1 从“int *”转换为“const os::unicode_string &”	core	E:\VMPScker\core\intel\ir\IntelFunctionList.cc	225		
错误	C2976	“std::vector'”: 模板 参数太少	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	85		
错误	C2512	“std::vector”: 没有合适的默认构造函数可用	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	85		
错误	C3646	“storage”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	63		
错误	C3646	“tls_index_info”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	70		
错误	C3646	“type”: 未知重写说明符	core	E:\VMPScker\core\core_internal\rsa.cc	95		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	62		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	63		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	64		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	70		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	74		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	75		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	78		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	79		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	80		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	83		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	84		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	87		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	88		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	91		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	92		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	95		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	96		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	99		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	100		
错误	C3646	“uint32_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	103		
错误	C3646	“uint8_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	60		
错误	C3646	“uint8_t”: 未知重写说明符	core	E:\VMPScker\runtime\loader.h	61		
错误	C2133	“unwind_code_list”: 未知的大小	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	85		
错误	C2065	“UNWIND_CODE”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	84		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	84		
错误	C2065	“UNWIND_CODE”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	85		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	87		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	88		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	89		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	90		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	92		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	93		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	95		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	96		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	97		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	98		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	100		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	101		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	102		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	103		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	105		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	106		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	107		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	108		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	110		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	111		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	112		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	113		
错误	C2065	“UNWIND_CODE”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	126		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	126		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	128		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	128		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	130		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	130		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	131		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	138		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	164		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	166		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	167		
错误	C2065	“UNWIND_CODE”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	171		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	176		
错误	C2065	“unwind_code”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	208		
错误	C2065	“UNWIND_CODE”: 未声明的标识符	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	213		
错误	C3861	“UNWIND_INFO”: 找不到标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	115		
错误	C3861	“UNWIND_INFO”: 找不到标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	152		
错误	C3861	“UNWIND_INFO”: 找不到标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	165		
错误	C2065	“UNWIND_INFO”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	115		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	115		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	116		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	117		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	118		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	126		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	146		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	152		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	153		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	154		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	156		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	165		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	166		
错误	C2065	“unwind_info”: 未声明的标识符	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	167		
