严重性	代码	说明	项目	文件	行	抑制状态	详细信息
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“<”的前面)	core	E:\VMPScker\core\streams.h	49		
错误	C2143	语法错误: 缺少“;”(在“{”的前面)	core	E:\VMPScker\core\core_internal\core_utils.cc	36		
错误	C2143	语法错误: 缺少“;”(在“{”的前面)	core	E:\VMPScker\runtime\crypto.cc	610		
错误	C2146	语法错误: 缺少“;”(在标识符“import_descriptor”的前面)	core	E:\VMPScker\core\pe\PEDelayImport.cc	124		
错误	C2146	语法错误: 缺少“;”(在标识符“key”的前面)	core	E:\VMPScker\core\core_internal\rsa.cc	107		
错误	C2146	语法错误: 缺少“;”(在标识符“len”的前面)	core	E:\VMPScker\core\core_internal\rsa.cc	109		
错误	C2146	语法错误: 缺少“;”(在标识符“load_config_directory”的前面)	core	E:\VMPScker\core\pe\PESEHandler.cc	141		
错误	C2146	语法错误: 缺少“;”(在标识符“load_config_directory”的前面)	core	E:\VMPScker\core\pe\PESEHandler.cc	154		
错误	C2146	语法错误: 缺少“;”(在标识符“load_config_directory”的前面)	core	E:\VMPScker\core\pe\PESEHandler.cc	229		
错误	C2146	语法错误: 缺少“;”(在标识符“load_config_directory”的前面)	core	E:\VMPScker\core\pe\PESEHandler.cc	242		
错误	C2146	语法错误: 缺少“;”(在标识符“moduleInfo”的前面)	core	E:\VMPScker\core\osutils.cc	1107		
错误	C2146	语法错误: 缺少“;”(在标识符“next_code”的前面)	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	171		
错误	C2146	语法错误: 缺少“;”(在标识符“prov”的前面)	core	E:\VMPScker\core\core_internal\rsa.cc	105		
错误	C2146	语法错误: 缺少“;”(在标识符“uint8_t”的前面)	core	E:\VMPScker\runtime\crypto.cc	609		
错误	C2146	语法错误: 缺少“;”(在标识符“unwind_code”的前面)	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	84		
错误	C2146	语法错误: 缺少“;”(在标识符“unwind_code”的前面)	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	126		
错误	C2146	语法错误: 缺少“;”(在标识符“unwind_info”的前面)	core	E:\VMPScker\core\intel\vm\IntelVirtualMachineProcessor.cc	115		
错误	C2146	语法错误: 缺少“;”(在标识符“unwind_info”的前面)	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	106		
错误	C2146	语法错误: 缺少“;”(在标识符“unwind_info”的前面)	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	114		
错误	C2146	语法错误: 缺少“;”(在标识符“unwind_info”的前面)	core	E:\VMPScker\core\pe\PERuntimeFunction.cc	439		
错误	C2146	语法错误: 缺少“;”(在标识符“VectorToBase64”的前面)	core	E:\VMPScker\core\core_internal\core_utils.cc	35		
错误	C2146	语法错误: 缺少“;”(在标识符“VectorToBase64”的前面)	core	E:\VMPScker\core\core_internal\core_utils.h	7		
错误	C2059	语法错误:“(”	core	E:\VMPScker\core\core_internal\core.h	142		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	58		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	62		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	63		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	64		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	70		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	74		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	75		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	78		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	79		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	80		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	83		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	84		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	87		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	88		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	91		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	92		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	95		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	96		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	99		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	100		
错误	C2059	语法错误:“(”	core	E:\VMPScker\runtime\loader.h	103		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\core_internal\license.cc	252		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\files\memory.cc	88		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\intel\ir\IntelMisc.cc	266		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\intel\ir\IntelMisc.cc	493		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\intel\ir\IntelMisc.cc	840		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\intel\ir\IntelSDK.cc	1206		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PEArchitecture.cc	725		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PEArchitecture.cc	730		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PEArchitecture.cc	1112		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PEArchitecture.cc	1630		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PEMapFile.cc	40		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PESegment.cc	64		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PESEHandler.cc	142		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PESEHandler.cc	155		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PESEHandler.cc	230		
错误	C2059	语法错误:“)”	core	E:\VMPScker\core\pe\PESEHandler.cc	243		
错误	C1003	错误计数超过 100；正在停止编译	core	E:\VMPScker\runtime\loader.h	103		
