346 | 0000000140010360 | 49:83EF 08               | sub r15,8                               | r15: 15FC88-> 15FC80 rflags: 206-> 202            |                                                   |
347 | 0000000140010364 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC80: 3F646C72-> 14000829C            |
348 | 0000000140010367 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 14000829C-> FFFFFFA7                         | 00000001400115DF: FFFFFFC3FFFFFFA7-> FFFFFFC3FFFF |
349 | 000000014001036A | 49:83C2 04               | add r10,4                               | r10: 1400115DF-> 1400115E3 rflags: 202-> 212      |                                                   |
34A | 000000014001036E | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFA7-> B89AF939 rflags: 212-> 296        |                                                   |
34B | 0000000140010371 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF939-> FFFFFF57 rflags: 296-> 282        |                                                   |
34C | 0000000140010374 | F7D1                     | not ecx                                 | rcx: FFFFFF57-> A8                                |                                                   |
34D | 0000000140010376 | 41:01C9                  | add r9d,ecx                             | r9: 4765066E-> 47650716 rflags: 282-> 212         |                                                   |
34E | 0000000140010379 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 00000001400111EF: 140010A7A-> 140010A7A           |
34F | 0000000140010A7A | 49:8B0F                  | mov rcx,qword ptr ds:[r15]              | rcx: A8-> 14000829C                               | 000000000015FC80: 14000829C-> 14000829C           |
350 | 0000000140010A7D | 49:83C7 08               | add r15,8                               | r15: 15FC80-> 15FC88 rflags: 212-> 206            |                                                   |
351 | 0000000140010A81 | 4C:8B19                  | mov r11,qword ptr ds:[rcx]              | r11: 100000000-> 4245445B00000000                 | 000000014000829C: 4245445B00000000-> 4245445B0000 | r11:"愾S"
352 | 0000000140010A84 | 49:83EF 08               | sub r15,8                               | r15: 15FC88-> 15FC80 rflags: 206-> 202            |                                                   |
353 | 0000000140010A88 | 4D:891F                  | mov qword ptr ds:[r15],r11              |                                                   | 000000000015FC80: 14000829C-> 4245445B00000000    | r11:"愾S"
354 | 0000000140010A8B | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 14000829C-> FFFFFFC3                         | 00000001400115E3: 5FFFFFFC3-> 5FFFFFFC3           |
355 | 0000000140010A8E | 49:83C2 04               | add r10,4                               | r10: 1400115E3-> 1400115E7 rflags: 202-> 206      |                                                   |
356 | 0000000140010A92 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFC3-> B89AF8AD rflags: 206-> 292        |                                                   |
357 | 0000000140010A95 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF8AD-> FFFFFFBB rflags: 292-> 286        |                                                   |
358 | 0000000140010A98 | F7D1                     | not ecx                                 | rcx: FFFFFFBB-> 44                                |                                                   |
359 | 0000000140010A9A | 41:01C9                  | add r9d,ecx                             | r9: 47650716-> 4765075A rflags: 286-> 206         |                                                   |
35A | 0000000140010A9D | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010ECF: 1400103D9-> 1400103D9           |
35B | 00000001400103D9 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 44-> 5                                       | 00000001400115E7: FFFFFFCF00000005-> FFFFFFCF0000 |
35C | 00000001400103DC | 49:83C2 04               | add r10,4                               | r10: 1400115E7-> 1400115EB                        |                                                   |
35D | 00000001400103E0 | 44:29C9                  | sub ecx,r9d                             | rcx: 5-> B89AF8AB rflags: 206-> 293               |                                                   |
35E | 00000001400103E3 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF8AB-> FFFFFFF1 rflags: 293-> 282        |                                                   |
35F | 00000001400103E6 | F7D1                     | not ecx                                 | rcx: FFFFFFF1-> E                                 |                                                   |
360 | 00000001400103E8 | 41:01C9                  | add r9d,ecx                             | r9: 4765075A-> 47650768 rflags: 282-> 212         |                                                   |
361 | 00000001400103EB | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              |                                                   | 000000000015FC80: 4245445B00000000-> 4245445B0000 | r11:"愾S"
362 | 00000001400103EE | 49:83C7 08               | add r15,8                               | r15: 15FC80-> 15FC88 rflags: 212-> 206            |                                                   |
363 | 00000001400103F2 | 83F9 10                  | cmp ecx,10                              | rflags: 206-> 283                                 |                                                   |
364 | 00000001400103F5 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
365 | 000000014001040E | C1E1 03                  | shl ecx,3                               | rcx: E-> 70 rflags: 283-> 202                     |                                                   |
366 | 0000000140010411 | 41:53                    | push r11                                | rsp: 15DD10-> 15DD08                              | 000000000015DD08: 0-> 4245445B00000000            | r11:"愾S"
367 | 0000000140010413 | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 4245445B00000000-> 140010C27                 |                                                   | r11:"愾S"
368 | 000000014001041D | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C97                        |                                                   | r11:"愾S"
369 | 0000000140010420 | 59                       | pop rcx                                 | rcx: 70-> 4245445B00000000 rsp: 15DD08-> 15DD10   | 000000000015DD08: 4245445B00000000-> 4245445B0000 |
36A | 0000000140010421 | 49:890B                  | mov qword ptr ds:[r11],rcx              |                                                   | 0000000140010C97: 21646C72-> 4245445B00000000     | r11:"愾S"
36B | 0000000140010424 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 4245445B00000000-> FFFFFFCF                  | 00000001400115EB: 2FFFFFFCF-> 2FFFFFFCF           |
36C | 0000000140010427 | 49:83C2 04               | add r10,4                               | r10: 1400115EB-> 1400115EF                        |                                                   |
36D | 000000014001042B | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFCF-> B89AF867 rflags: 202-> 282        |                                                   |
36E | 000000014001042E | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF867-> FFFFFF0F rflags: 282-> 286        |                                                   |
36F | 0000000140010431 | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
370 | 0000000140010433 | 41:01C9                  | add r9d,ecx                             | r9: 47650768-> 47650858 rflags: 286-> 202         |                                                   |
371 | 0000000140010436 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
372 | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> 2                                       | 00000001400115EF: FFFFFFCF00000002-> FFFFFFCF0000 |
373 | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 1400115EF-> 1400115F3 rflags: 202-> 216      |                                                   |
374 | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: 2-> B89AF7AA rflags: 216-> 297               |                                                   |
375 | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF7AA-> FFFFFFF2 rflags: 297-> 282        |                                                   |
376 | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF2-> D                                 |                                                   |
377 | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: 47650858-> 47650865 rflags: 282-> 216         |                                                   |
378 | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 216-> 283                                 |                                                   |
379 | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
37A | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: D-> 68 rflags: 283-> 202                     |                                                   |
37B | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 140010C97-> 140010C27                        |                                                   | r11:"愾S"
37C | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C8F                        |                                                   | r11:"愾S"
37D | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 68-> 3F646C72                                | 0000000140010C8F: 3F646C72-> 3F646C72             | r11:"愾S"
37E | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC88-> 15FC80                              |                                                   |
37F | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC80: 4245445B00000000-> 3F646C72     |
380 | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 3F646C72-> FFFFFFCF                          | 00000001400115F3: FFFFFFF5FFFFFFCF-> FFFFFFF5FFFF |
381 | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 1400115F3-> 1400115F7                        |                                                   |
382 | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFCF-> B89AF76A rflags: 202-> 286        |                                                   |
383 | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF76A-> FFFFFF0F                          |                                                   |
384 | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
385 | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: 47650865-> 47650955 rflags: 286-> 206         |                                                   |
386 | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
387 | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> FFFFFFF5                                | 00000001400115F7: 27FFFFFFF5-> 27FFFFFFF5         |
388 | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 1400115F7-> 1400115FB rflags: 206-> 202      |                                                   |
389 | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFF5-> B89AF6A0 rflags: 202-> 286        |                                                   |
38A | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF6A0-> FFFFFFF5                          |                                                   |
38B | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF5-> A                                 |                                                   |
38C | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: 47650955-> 4765095F rflags: 286-> 206         |                                                   |
38D | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 206-> 287                                 |                                                   |
38E | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
38F | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: A-> 50 rflags: 287-> 206                     |                                                   |
390 | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 140010C8F-> 140010C27                        |                                                   | r11:"愾S"
391 | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C77                        |                                                   | r11:"愾S"
392 | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 50-> 15FE10                                  | 0000000140010C77: 15FE10-> 15FE10                 | r11:"愾S"
393 | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC80-> 15FC78 rflags: 206-> 216            |                                                   |
394 | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC78: 15FE58-> 15FE10                 |
395 | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 15FE10-> 27                                  | 00000001400115FB: FFFFFFD700000027-> FFFFFFD70000 |
396 | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 1400115FB-> 1400115FF rflags: 216-> 206      |                                                   |
397 | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: 27-> B89AF6C8 rflags: 206-> 293              |                                                   |
398 | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF6C8-> FFFFFF97 rflags: 293-> 282        |                                                   |
399 | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFF97-> 68                                |                                                   |
39A | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: 4765095F-> 476509C7 rflags: 282-> 212         |                                                   |
39B | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010FEF: 140010306-> 140010306           |
39C | 0000000140010306 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 68-> FFFFFFD7                                | 00000001400115FF: 6AFFFFFFD7-> 6AFFFFFFD7         |
39D | 0000000140010309 | 49:83C2 04               | add r10,4                               | r10: 1400115FF-> 140011603 rflags: 212-> 216      |                                                   |
39E | 000000014001030D | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFD7-> B89AF610 rflags: 216-> 282        |                                                   |
39F | 0000000140010310 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF610-> FFFFFFD7 rflags: 282-> 286        |                                                   |
3A0 | 0000000140010313 | F7D1                     | not ecx                                 | rcx: FFFFFFD7-> 28                                |                                                   |
3A1 | 0000000140010315 | 41:01C9                  | add r9d,ecx                             | r9: 476509C7-> 476509EF rflags: 286-> 202         |                                                   |
3A2 | 0000000140010318 | 49:83EF 08               | sub r15,8                               | r15: 15FC78-> 15FC70                              |                                                   |
3A3 | 000000014001031C | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC70: 3F646C72-> 28                   |
3A4 | 000000014001031F | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 28-> 6A                                      | 0000000140011603: FFFFFFAF0000006A-> FFFFFFAF0000 |
3A5 | 0000000140010322 | 49:83C2 04               | add r10,4                               | r10: 140011603-> 140011607                        |                                                   |
3A6 | 0000000140010326 | 44:29C9                  | sub ecx,r9d                             | rcx: 6A-> B89AF67B rflags: 202-> 297              |                                                   |
3A7 | 0000000140010329 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF67B-> FFFFFF94 rflags: 297-> 282        |                                                   |
3A8 | 000000014001032C | F7D1                     | not ecx                                 | rcx: FFFFFF94-> 6B                                |                                                   |
3A9 | 000000014001032E | 41:01C9                  | add r9d,ecx                             | r9: 476509EF-> 47650A5A rflags: 282-> 216         |                                                   |
3AA | 0000000140010331 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140011007: 1400100AE-> 1400100AE           |
3AB | 00000001400100AE | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              | r11: 140010C77-> 28                               | 000000000015FC70: 28-> 28                         | r11:"愾S"
3AC | 00000001400100B1 | 49:83C7 08               | add r15,8                               | r15: 15FC70-> 15FC78 rflags: 216-> 206            |                                                   |
3AD | 00000001400100B5 | 49:8B0F                  | mov rcx,qword ptr ds:[r15]              | rcx: 6B-> 15FE10                                  | 000000000015FC78: 15FE10-> 15FE10                 |
3AE | 00000001400100B8 | 49:83C7 08               | add r15,8                               | r15: 15FC78-> 15FC80 rflags: 206-> 212            |                                                   |
3AF | 00000001400100BC | 4C:01D9                  | add rcx,r11                             | rcx: 15FE10-> 15FE38 rflags: 212-> 202            |                                                   | r11:"愾S"
3B0 | 00000001400100BF | 9C                       | pushfq                                  | rsp: 15DD10-> 15DD08 rflags: 202-> 200            | 000000000015DD08: 0-> 202                         |
3B1 | 00000001400100C0 | 41:5B                    | pop r11                                 | rsp: 15DD08-> 15DD10 r11: 28-> 202 rflags: 200->  | 000000000015DD08: 202-> 202                       | r11:"愾S"
3B2 | 00000001400100C2 | 51                       | push rcx                                | rsp: 15DD10-> 15DD08                              | 000000000015DD08: 0-> 15FE38                      |
3B3 | 00000001400100C3 | 48:B9 FF0B014001000000   | mov rcx,consoleapplication1_protected - | rcx: 15FE38-> 140010BFF                           |                                                   |
3B4 | 00000001400100CD | 48:83C1 28               | add rcx,28                              | rcx: 140010BFF-> 140010C27 rflags: 202-> 216      |                                                   |
3B5 | 00000001400100D1 | 4C:8959 78               | mov qword ptr ds:[rcx+78],r11           |                                                   | 0000000140010C9F: 202-> 202                       | r11:"愾S"
3B6 | 00000001400100D5 | 59                       | pop rcx                                 | rcx: 140010C27-> 15FE38 rsp: 15DD08-> 15DD10      | 000000000015DD08: 15FE38-> 15FE38                 |
3B7 | 00000001400100D6 | 49:83EF 08               | sub r15,8                               | r15: 15FC80-> 15FC78                              |                                                   |
3B8 | 00000001400100DA | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC78: 15FE10-> 15FE38                 |
3B9 | 00000001400100DD | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 15FE38-> FFFFFFAF                            | 0000000140011607: 5FFFFFFAF-> 5FFFFFFAF           |
3BA | 00000001400100E0 | 49:83C2 04               | add r10,4                               | r10: 140011607-> 14001160B rflags: 216-> 202      |                                                   |
3BB | 00000001400100E4 | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFAF-> B89AF555 rflags: 202-> 286        |                                                   |
3BC | 00000001400100E7 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF555-> FFFFFF0F                          |                                                   |
3BD | 00000001400100EA | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
3BE | 00000001400100EC | 41:01C9                  | add r9d,ecx                             | r9: 47650A5A-> 47650B4A rflags: 286-> 202         |                                                   |
3BF | 00000001400100EF | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
3C0 | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> 5                                       | 000000014001160B: FFFFFFAF00000005-> FFFFFFAF0000 |
3C1 | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 14001160B-> 14001160F rflags: 202-> 206      |                                                   |
3C2 | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: 5-> B89AF4BB rflags: 206-> 297               |                                                   |
3C3 | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF4BB-> FFFFFFF1 rflags: 297-> 282        |                                                   |
3C4 | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF1-> E                                 |                                                   |
3C5 | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: 47650B4A-> 47650B58 rflags: 282-> 212         |                                                   |
3C6 | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 212-> 283                                 |                                                   |
3C7 | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
3C8 | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: E-> 70 rflags: 283-> 202                     |                                                   |
3C9 | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 202-> 140010C27                              |                                                   | r11:"愾S"
3CA | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C97                        |                                                   | r11:"愾S"
3CB | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 70-> 4245445B00000000                        | 0000000140010C97: 4245445B00000000-> 4245445B0000 | r11:"愾S"
3CC | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC78-> 15FC70                              |                                                   |
3CD | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC70: 28-> 4245445B00000000           |
3CE | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 4245445B00000000-> FFFFFFAF                  | 000000014001160F: 2FFFFFFAF-> 2FFFFFFAF           |
3CF | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 14001160F-> 140011613 rflags: 202-> 212      |                                                   |
3D0 | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFAF-> B89AF457 rflags: 212-> 282        |                                                   |
3D1 | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF457-> FFFFFF0F rflags: 282-> 286        |                                                   |
3D2 | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFF0F-> F0                                |                                                   |
3D3 | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: 47650B58-> 47650C48 rflags: 286-> 206         |                                                   |
3D4 | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 000000014001142F: 14001037C-> 14001037C           |
3D5 | 000000014001037C | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: F0-> 2                                       | 0000000140011613: 4300000002-> 4300000002         |
3D6 | 000000014001037F | 49:83C2 04               | add r10,4                               | r10: 140011613-> 140011617                        |                                                   |
3D7 | 0000000140010383 | 44:29C9                  | sub ecx,r9d                             | rcx: 2-> B89AF3BA rflags: 206-> 293               |                                                   |
3D8 | 0000000140010386 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF3BA-> FFFFFFF2 rflags: 293-> 282        |                                                   |
3D9 | 0000000140010389 | F7D1                     | not ecx                                 | rcx: FFFFFFF2-> D                                 |                                                   |
3DA | 000000014001038B | 41:01C9                  | add r9d,ecx                             | r9: 47650C48-> 47650C55 rflags: 282-> 216         |                                                   |
3DB | 000000014001038E | 83F9 10                  | cmp ecx,10                              | rflags: 216-> 283                                 |                                                   |
3DC | 0000000140010391 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
3DD | 00000001400103AA | C1E1 03                  | shl ecx,3                               | rcx: D-> 68 rflags: 283-> 202                     |                                                   |
3DE | 00000001400103AD | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 140010C97-> 140010C27                        |                                                   | r11:"愾S"
3DF | 00000001400103B7 | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C8F                        |                                                   | r11:"愾S"
3E0 | 00000001400103BA | 49:8B0B                  | mov rcx,qword ptr ds:[r11]              | rcx: 68-> 3F646C72                                | 0000000140010C8F: 3F646C72-> 3F646C72             | r11:"愾S"
3E1 | 00000001400103BD | 49:83EF 08               | sub r15,8                               | r15: 15FC70-> 15FC68 rflags: 202-> 212            |                                                   |
3E2 | 00000001400103C1 | 49:890F                  | mov qword ptr ds:[r15],rcx              |                                                   | 000000000015FC68: 21646C72-> 3F646C72             |
3E3 | 00000001400103C4 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 3F646C72-> 43                                | 0000000140011617: 100000043-> 100000043           |
3E4 | 00000001400103C7 | 49:83C2 04               | add r10,4                               | r10: 140011617-> 14001161B rflags: 212-> 206      |                                                   |
3E5 | 00000001400103CB | 44:29C9                  | sub ecx,r9d                             | rcx: 43-> B89AF3EE rflags: 206-> 297              |                                                   |
3E6 | 00000001400103CE | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF3EE-> FFFFFFBB rflags: 297-> 286        |                                                   |
3E7 | 00000001400103D1 | F7D1                     | not ecx                                 | rcx: FFFFFFBB-> 44                                |                                                   |
3E8 | 00000001400103D3 | 41:01C9                  | add r9d,ecx                             | r9: 47650C55-> 47650C99 rflags: 286-> 206         |                                                   |
3E9 | 00000001400103D6 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010ECF: 1400103D9-> 1400103D9           |
3EA | 00000001400103D9 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 44-> 1                                       | 000000014001161B: FFFFFFC300000001-> FFFFFFC30000 |
3EB | 00000001400103DC | 49:83C2 04               | add r10,4                               | r10: 14001161B-> 14001161F rflags: 206-> 202      |                                                   |
3EC | 00000001400103E0 | 44:29C9                  | sub ecx,r9d                             | rcx: 1-> B89AF368 rflags: 202-> 293               |                                                   |
3ED | 00000001400103E3 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF368-> FFFFFFF1 rflags: 293-> 282        |                                                   |
3EE | 00000001400103E6 | F7D1                     | not ecx                                 | rcx: FFFFFFF1-> E                                 |                                                   |
3EF | 00000001400103E8 | 41:01C9                  | add r9d,ecx                             | r9: 47650C99-> 47650CA7 rflags: 282-> 212         |                                                   |
3F0 | 00000001400103EB | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              | r11: 140010C8F-> 3F646C72                         | 000000000015FC68: 3F646C72-> 3F646C72             | r11:"愾S"
3F1 | 00000001400103EE | 49:83C7 08               | add r15,8                               | r15: 15FC68-> 15FC70                              |                                                   |
3F2 | 00000001400103F2 | 83F9 10                  | cmp ecx,10                              | rflags: 212-> 283                                 |                                                   |
3F3 | 00000001400103F5 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
3F4 | 000000014001040E | C1E1 03                  | shl ecx,3                               | rcx: E-> 70 rflags: 283-> 202                     |                                                   |
3F5 | 0000000140010411 | 41:53                    | push r11                                | rsp: 15DD10-> 15DD08                              | 000000000015DD08: 0-> 3F646C72                    | r11:"愾S"
3F6 | 0000000140010413 | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 3F646C72-> 140010C27                         |                                                   | r11:"愾S"
3F7 | 000000014001041D | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C97                        |                                                   | r11:"愾S"
3F8 | 0000000140010420 | 59                       | pop rcx                                 | rcx: 70-> 3F646C72 rsp: 15DD08-> 15DD10           | 000000000015DD08: 3F646C72-> 3F646C72             |
3F9 | 0000000140010421 | 49:890B                  | mov qword ptr ds:[r11],rcx              |                                                   | 0000000140010C97: 4245445B00000000-> 3F646C72     | r11:"愾S"
3FA | 0000000140010424 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 3F646C72-> FFFFFFC3                          | 000000014001161F: 4FFFFFFC3-> 4FFFFFFC3           |
3FB | 0000000140010427 | 49:83C2 04               | add r10,4                               | r10: 14001161F-> 140011623 rflags: 202-> 212      |                                                   |
3FC | 000000014001042B | 44:29C9                  | sub ecx,r9d                             | rcx: FFFFFFC3-> B89AF31C rflags: 212-> 292        |                                                   |
3FD | 000000014001042E | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF31C-> FFFFFFBB rflags: 292-> 286        |                                                   |
3FE | 0000000140010431 | F7D1                     | not ecx                                 | rcx: FFFFFFBB-> 44                                |                                                   |
3FF | 0000000140010433 | 41:01C9                  | add r9d,ecx                             | r9: 47650CA7-> 47650CEB rflags: 286-> 206         |                                                   |
400 | 0000000140010436 | FF24CB                   | jmp qword ptr ds:[rbx+rcx*8]            |                                                   | 0000000140010ECF: 1400103D9-> 1400103D9           |
401 | 00000001400103D9 | 41:8B0A                  | mov ecx,dword ptr ds:[r10]              | rcx: 44-> 4                                       | 0000000140011623: 4C00000004-> 4C00000004         |
402 | 00000001400103DC | 49:83C2 04               | add r10,4                               | r10: 140011623-> 140011627                        |                                                   |
403 | 00000001400103E0 | 44:29C9                  | sub ecx,r9d                             | rcx: 4-> B89AF319 rflags: 206-> 293               |                                                   |
404 | 00000001400103E3 | 44:31C9                  | xor ecx,r9d                             | rcx: B89AF319-> FFFFFFF2 rflags: 293-> 282        |                                                   |
405 | 00000001400103E6 | F7D1                     | not ecx                                 | rcx: FFFFFFF2-> D                                 |                                                   |
406 | 00000001400103E8 | 41:01C9                  | add r9d,ecx                             | r9: 47650CEB-> 47650CF8 rflags: 282-> 212         |                                                   |
407 | 00000001400103EB | 4D:8B1F                  | mov r11,qword ptr ds:[r15]              | r11: 140010C97-> 4245445B00000000                 | 000000000015FC70: 4245445B00000000-> 4245445B0000 | r11:"愾S"
408 | 00000001400103EE | 49:83C7 08               | add r15,8                               | r15: 15FC70-> 15FC78 rflags: 212-> 206            |                                                   |
409 | 00000001400103F2 | 83F9 10                  | cmp ecx,10                              | rflags: 206-> 283                                 |                                                   |
40A | 00000001400103F5 | 75 17                    | jne consoleapplication1_protected - 副本. |                                                   |                                                   |
40B | 000000014001040E | C1E1 03                  | shl ecx,3                               | rcx: D-> 68 rflags: 283-> 202                     |                                                   |
40C | 0000000140010411 | 41:53                    | push r11                                | rsp: 15DD10-> 15DD08                              | 000000000015DD08: 0-> 4245445B00000000            | r11:"愾S"
40D | 0000000140010413 | 49:BB 270C014001000000   | mov r11,consoleapplication1_protected - | r11: 4245445B00000000-> 140010C27                 |                                                   | r11:"愾S"
40E | 000000014001041D | 49:01CB                  | add r11,rcx                             | r11: 140010C27-> 140010C8F                        |                                                   | r11:"愾S"
